street,correct
Q78132772,0.0
Q105924806,0.0
Q101227065,0.0
Q99745313,1.0
Q97284986,0.0
Q51557460,1.0
Q99727978,0.0
Q104403926,0.0
Q98381499,0.0
Q99396004,0.0
Q97285628,0.0
Q98005623,0.0
Q1457731,0.0
Q85194588,0.0
Q106615517,0.0
Q99730696,0.0
Q104164076,1.0
Q98632845,0.0
Q52557255,0.0
Q100883424,0.0
Q101103874,0.0
Q97775131,0.0
Q2550498,0.0
Q67363310,0.0
Q1457711,1.0
Q102303742,0.0
Q100691905,0.0
Q23072502,0.0
Q60560486,0.0
Q104163709,0.0
Q105514565,0.0
Q78507238,0.0
Q67152086,0.0
Q101072734,0.0
Q98035315,0.0
Q65768432,0.0
Q2148913,1.0
Q104163663,1.0
Q106615559,0.0
Q97823713,0.0
Q100691937,0.0
Q44110449,0.0
Q770823,0.0
Q97253680,0.0
Q104164008,1.0
Q106822986,0.0
Q67281570,0.0
Q105971230,0.0
Q98205854,0.0
Q100682229,0.0
Q23072502,0.0
Q100692480,0.0
Q52557172,0.0
Q97460178,0.0
Q64849165,0.0
Q106615611,1.0
Q80325556,0.0
Q98681641,0.0
Q15677597,0.0
Q72662013,0.0
Q104007544,0.0
Q106606104,0.0
Q98209145,0.0
Q106604991,0.0
Q105574986,0.0
Q56098537,0.0
Q25631174,0.0
Q28924683,0.0
Q65979672,0.0
Q103855618,0.0
Q21777245,0.0
Q89990931,0.0
Q106678317,0.0
Q21777245,1.0
Q99738998,0.0
Q18071665,0.0
Q96745778,0.0
Q98704356,0.0
Q99730789,0.0
Q99727841,0.0
Q52556841,0.0
Q1220344,0.0
Q1456957,0.0
Q101189022,0.0
Q551773,1.0
Q63350898,0.0
Q66019926,1.0
Q66051295,1.0
Q97272796,0.0
Q98644352,0.0
Q72662139,0.0
Q97285628,0.0
Q101072734,0.0
Q59111057,0.0
Q106614594,0.0
Q96181779,0.0
Q30076706,1.0
Q98434004,0.0
Q97285654,0.0
Q100691774,0.0
Q98703720,0.0
Q98366698,0.0
Q98702608,0.0
Q72662201,0.0
Q106615617,0.0
Q28966761,0.0
Q58213955,0.0
Q104787503,1.0
Q60038363,0.0
Q106256953,0.0
Q98040450,0.0
Q18071662,0.0
Q66619273,1.0
Q21098794,0.0
Q105882047,0.0
Q97967328,0.0
Q105575329,0.0
Q101438134,0.0
Q99730751,0.0
Q106226252,0.0
Q90140189,0.0
Q99073360,0.0
Q52557084,0.0
Q89286648,0.0
Q99727290,1.0
Q1534237,0.0
Q98382129,0.0
Q98812137,0.0
Q969594,1.0
Q98435173,0.0
Q97285628,0.0
Q99396499,1.0
Q52557260,0.0
Q72662062,1.0
Q99729921,0.0
Q78132097,0.0
Q28966761,0.0
Q79422835,1.0
Q99396626,1.0
Q105924835,0.0
Q98152790,0.0
Q97529904,0.0
Q99737914,0.0
Q104163671,0.0
Q100349486,0.0
Q55833772,1.0
Q89601769,0.0
Q106605047,0.0
Q104787505,0.0
Q97384596,1.0
Q99727542,0.0
Q99540588,0.0
Q60564064,0.0
Q106615495,0.0
Q98296703,0.0
Q78135606,0.0
Q93639813,1.0
Q59582315,0.0
Q100692388,0.0
Q59588364,0.0
Q104164692,0.0
Q99731343,0.0
Q99729949,0.0
Q100292818,1.0
Q104542133,0.0
Q95674790,0.0
Q99730543,0.0
Q15649698,1.0
Q68318599,0.0
Q63383290,0.0
Q97822187,0.0
Q100691851,0.0
Q97314995,0.0
Q104628318,0.0
Q97319701,0.0
Q27098452,0.0
Q106615676,0.0
Q105971183,0.0
Q97285209,1.0
Q100692267,1.0
Q78135490,1.0
Q15649764,0.0
Q72661179,0.0
Q97479220,1.0
Q98172763,0.0
Q98205850,0.0
Q95992713,0.0
Q56487904,0.0
Q17354242,0.0
Q104623496,1.0
Q98603622,0.0
Q103904122,0.0
Q105747765,0.0
Q104163708,0.0
Q71665843,0.0
Q98931003,0.0
Q100988234,1.0
Q100474890,0.0
Q72662197,0.0
Q98793052,0.0
Q98683497,1.0
Q106822986,0.0
Q97761637,0.0
Q66135003,0.0
Q83467481,0.0
Q99738576,1.0
Q80325556,0.0
Q1020724,0.0
Q98268549,0.0
Q15677413,0.0
Q52557229,0.0
Q15854274,1.0
Q97965505,0.0
Q105532643,1.0
Q99730490,1.0
Q805265,0.0
Q99397289,0.0
Q52557209,1.0
Q106615540,0.0
Q1146505,1.0
Q106615536,0.0
Q90903514,0.0
Q98813856,1.0
Q98205854,0.0
Q1409170,0.0
Q99727378,0.0
Q66619403,0.0
Q17354242,0.0
Q98544614,0.0
Q89925607,0.0
Q101569376,1.0
Q100692139,0.0
Q99727266,0.0
Q97821352,1.0
Q66217115,0.0
Q104119805,0.0
Q98793056,0.0
Q98681609,0.0
Q100545501,0.0
Q95144111,0.0
Q998416,0.0
Q64734894,0.0
Q52557100,0.0
Q99219019,0.0
Q99324953,1.0
Q105037355,0.0
Q98644893,0.0
Q52556785,0.0
Q95143884,0.0
Q976054,0.0
Q101103978,0.0
Q66311147,0.0
Q97466281,0.0
Q101098112,0.0
Q64734894,0.0
Q98005623,0.0
Q96607514,0.0
Q64223745,0.0
Q97823986,0.0
Q2100191,0.0
Q97980299,1.0
Q52556789,0.0
Q98381580,1.0
Q28921933,0.0
Q67887510,0.0
Q98603622,0.0
Q97482150,1.0
Q56106612,0.0
Q97060160,0.0
Q100691961,1.0
Q100272794,0.0
Q93205449,0.0
Q1943766,0.0
Q66817181,1.0
Q95690566,0.0
Q29169214,0.0
Q97285545,0.0
Q65948003,0.0
Q63392219,1.0
Q103855618,0.0
Q98811948,0.0
Q60686568,0.0
Q101097685,0.0
Q102392423,0.0
Q104812752,0.0
Q17322319,0.0
Q105965324,0.0
Q79849605,1.0
Q60041543,0.0
Q98530746,0.0
Q93204559,0.0
Q101103978,0.0
Q15632120,0.0
Q100927828,0.0
Q72662408,0.0
Q76888123,0.0
Q98703703,0.0
Q66619028,0.0
Q97965513,0.0
Q106598168,0.0
Q1340049,0.0
Q99397569,0.0
Q99731041,0.0
Q102303742,0.0
Q27495165,1.0
Q56248895,1.0
Q95143884,1.0
Q106615536,0.0
Q89914183,1.0
Q98435237,0.0
Q98040375,0.0
Q104121122,1.0
Q71536805,0.0
Q105574986,0.0
Q67367872,0.0
Q101437812,0.0
Q23833678,0.0
Q67844977,0.0
Q63143429,0.0
Q96747567,0.0
Q105971206,0.0
Q98365870,0.0
Q100692199,0.0
Q65770601,0.0
Q52557098,0.0
Q28966847,0.0
Q100691776,0.0
Q98153134,0.0
Q84706622,0.0
Q99396985,0.0
Q98297932,0.0
Q104680629,0.0
Q97965040,0.0
Q1146604,0.0
Q62537564,0.0
Q97043433,1.0
Q63436873,0.0
Q99727290,0.0
Q98966096,0.0
Q21777321,0.0
Q60041526,0.0
Q97482192,0.0
Q63870940,0.0
Q105971238,0.0
Q97484403,1.0
Q99740839,1.0
Q57205810,0.0
Q21155348,0.0
Q67197951,1.0
Q98152790,0.0
Q66817229,0.0
Q63390118,0.0
Q100826260,0.0
Q72660992,0.0
Q105070477,0.0
Q99730706,0.0
Q99397587,0.0
Q104417343,0.0
Q23828922,1.0
Q104164791,0.0
Q28920141,0.0
Q23786201,0.0
Q100692655,0.0
Q89478329,0.0
Q15649858,0.0
Q105838912,0.0
Q106605529,0.0
Q94719297,0.0
Q15813225,0.0
Q67207902,0.0
Q104087785,0.0
Q106614594,0.0
Q99729949,0.0
Q100936611,0.0
Q875929,0.0
Q105780432,0.0
Q105688138,0.0
Q98544646,0.0
Q98810344,1.0
Q104164438,0.0
Q63456456,1.0
Q100691991,0.0
Q66619375,0.0
Q58492655,1.0
Q99730431,1.0
Q2250385,0.0
Q65768432,0.0
Q100545501,0.0
Q104164875,0.0
Q1777998,0.0
Q99397148,0.0
Q65966989,0.0
Q72662081,0.0
Q99729931,1.0
Q28924683,0.0
Q56825870,1.0
Q97979262,0.0
Q98793052,0.0
Q106871802,1.0
Q106605313,0.0
Q105045772,0.0
Q83496029,0.0
Q97253680,0.0
Q15783354,0.0
Q97344594,0.0
Q65966923,0.0
Q17354242,0.0
Q78507238,0.0
Q97593188,0.0
Q97965040,0.0
Q72661841,1.0
Q104812818,0.0
Q97979444,0.0
Q89006611,0.0
Q97823908,0.0
Q97319701,0.0
Q60041569,0.0
Q96460171,0.0
Q67302038,0.0
Q65946448,0.0
Q106690036,1.0
Q52556742,1.0
Q100692762,0.0
Q66545537,1.0
Q99397148,0.0
Q104443876,0.0
Q78583444,0.0
Q106615511,0.0
Q1146604,0.0
Q72662353,1.0
Q106451488,0.0
Q99397578,0.0
Q98068829,0.0
Q99219019,0.0
Q104704500,1.0
Q97284526,0.0
Q99727782,1.0
Q97484610,0.0
Q106431259,0.0
Q22290863,0.0
Q101104091,0.0
Q98811264,0.0
Q106269074,0.0
Q68001103,0.0
Q96643267,0.0
Q104164119,1.0
Q14545280,0.0
Q98456084,0.0
Q66087595,0.0
Q105302635,0.0
Q100692416,1.0
Q95143884,0.0
Q61828444,0.0
Q101504319,0.0
Q99737058,1.0
Q104164390,1.0
Q104164868,0.0
Q101187620,0.0
Q28195025,0.0
Q65966885,0.0
Q78581962,0.0
Q80919540,0.0
Q105589686,0.0
Q100682306,1.0
Q72661754,0.0
Q97043433,1.0
Q96359306,0.0
Q52556719,0.0
Q72840860,0.0
Q78135606,0.0
Q88961824,0.0
Q99396857,0.0
Q96745755,1.0
Q99397453,1.0
Q97458819,0.0
Q72662006,0.0
Q97823713,0.0
Q99730452,0.0
Q77244916,0.0
Q63827310,0.0
Q100692360,0.0
Q66817238,1.0
Q81939576,0.0
Q1100215,0.0
Q87742663,0.0
Q104388914,0.0
Q48719471,1.0
Q60463568,0.0
Q52556789,0.0
Q100927866,1.0
Q20530658,0.0
Q84900183,0.0
Q96971893,0.0
Q101437812,0.0
Q98603288,0.0
Q98435901,0.0
Q20979465,0.0
Q60236408,0.0
Q97965599,0.0
Q95102312,0.0
Q97965845,0.0
Q89329897,0.0
Q95234002,0.0
Q1246456,0.0
Q52556770,0.0
Q100692173,0.0
Q106605090,0.0
Q96060636,0.0
Q65807734,0.0
Q99730281,1.0
Q81939576,0.0
Q99219019,0.0
Q14544914,0.0
Q72662408,0.0
Q101415678,0.0
Q24328939,0.0
Q98005990,0.0
Q77455975,0.0
Q106605996,1.0
Q104164046,0.0
Q98582245,0.0
Q67856529,0.0
Q104028382,0.0
Q315853,0.0
Q101103873,1.0
Q100691996,0.0
Q97979653,0.0
Q21098794,0.0
Q105037355,0.0
Q73797345,0.0
Q66311013,0.0
Q66490724,0.0
Q104164758,0.0
Q1914192,0.0
Q101415647,0.0
Q99730543,0.0
Q97826786,0.0
Q99731254,1.0
Q15838817,0.0
Q100691776,0.0
Q99397589,0.0
Q99731394,0.0
Q106034316,1.0
Q104527464,0.0
Q28054057,1.0
Q21777273,0.0
Q98601416,1.0
Q97482072,0.0
Q101187588,0.0
Q88962318,0.0
Q63400058,0.0
Q106256953,0.0
Q101186849,0.0
Q99396023,1.0
Q98435227,0.0
Q100936742,0.0
Q66587505,0.0
Q1805568,0.0
Q52557311,1.0
Q105971238,0.0
Q106615536,0.0
Q100587991,0.0
Q100691820,0.0
Q98810464,0.0
Q99727526,0.0
Q52557255,0.0
Q97841920,1.0
Q105878910,0.0
Q106857359,0.0
Q52556789,0.0
Q100692354,1.0
Q106614563,0.0
Q72662068,0.0
Q104443876,0.0
Q78132097,0.0
Q78793602,0.0
Q9388470,0.0
Q104507204,0.0
Q97258882,0.0
Q63390118,0.0
Q99730874,0.0
Q1897947,0.0
Q20530658,0.0
Q98701268,0.0
Q100928703,0.0
Q99727490,0.0
Q1637224,1.0
Q106237912,0.0
Q99739922,0.0
Q100692387,0.0
Q52557255,0.0
Q98792982,0.0
Q101451096,0.0
Q1246456,0.0
Q99730751,0.0
Q15677691,0.0
Q97965599,0.0
Q97823989,0.0
Q106783098,0.0
Q104680629,0.0
Q99397151,0.0
Q98704199,0.0
Q84146667,0.0
Q98202832,0.0
Q104542133,0.0
Q67868306,0.0
Q89912095,0.0
Q98702608,0.0
Q95563637,0.0
Q28921933,0.0
Q97253680,0.0
Q15649764,0.0
Q19963890,0.0
Q95143915,0.0
Q99218646,0.0
Q104087785,0.0
Q100272796,0.0
Q100691851,0.0
Q98582408,0.0
Q23072502,0.0
Q98435173,0.0
Q100292818,1.0
Q65770055,0.0
Q105688150,0.0
Q106615513,0.0
Q51557460,1.0
Q105302635,0.0
Q99731041,0.0
Q63827310,0.0
Q57205810,0.0
Q105514644,0.0
Q67439981,1.0
Q104403926,1.0
Q79028121,1.0
Q89489551,1.0
Q21795270,0.0
Q103854688,0.0
Q105762173,0.0
Q98446560,0.0
Q106344294,1.0
Q97588479,0.0
Q97466281,0.0
Q61000736,0.0
Q95139802,0.0
Q1777998,0.0
Q100692275,0.0
Q104031207,1.0
Q98582370,0.0
Q60686568,0.0
Q98681705,0.0
Q106678317,0.0
Q105971216,0.0
Q99727520,1.0
Q20530658,0.0
Q93205449,0.0
Q1525469,0.0
Q105514875,0.0
Q52556821,0.0
Q98205850,0.0
Q20979465,0.0
Q104164468,0.0
Q104164046,0.0
Q105970817,0.0
Q98681675,0.0
Q28039145,0.0
Q100936611,0.0
Q97314043,0.0
Q47374892,0.0
Q17379407,0.0
Q97284970,0.0
Q106615677,1.0
Q100692168,0.0
Q98703604,0.0
Q27098529,0.0
Q1456957,0.0
Q13313473,1.0
Q97257084,0.0
Q17486182,0.0
Q52557246,0.0
Q29282809,0.0
Q677808,0.0
Q100691989,0.0
Q15902015,0.0
Q96146856,0.0
Q98446560,0.0
Q100349359,0.0
Q97344580,0.0
Q97967557,0.0
Q97965500,1.0
Q95104613,0.0
Q66310957,0.0
Q98681702,0.0
Q58214018,0.0
Q98683411,0.0
Q98039384,0.0
Q99727293,0.0
Q66587487,0.0
Q78132097,0.0
Q98068118,0.0
Q97061107,0.0
Q52557248,0.0
Q100691834,0.0
Q2148913,0.0
Q106143784,0.0
Q105761928,1.0
Q49337201,0.0
Q66817283,0.0
Q1606884,0.0
Q100883424,0.0
Q52557311,0.0
Q98167680,0.0
Q23835440,0.0
Q63827310,0.0
Q2639500,1.0
Q98456062,0.0
Q84396437,1.0
Q77455975,0.0
Q106615529,0.0
Q98644206,0.0
Q78581962,0.0
Q78134559,0.0
Q68315131,0.0
Q97823894,0.0
Q52557172,0.0
Q66587129,0.0
Q67252912,0.0
Q95689820,0.0
Q103553937,0.0
Q96033498,1.0
Q93715494,0.0
Q52556719,0.0
Q97484610,0.0
Q97059433,0.0
Q78136701,1.0
Q101092806,1.0
Q98681655,0.0
Q97570932,0.0
Q99396961,0.0
Q99196999,0.0
Q95390742,0.0
Q106604951,1.0
Q99727424,1.0
Q98005990,0.0
Q106615627,1.0
Q99397172,0.0
Q95104613,0.0
Q99727542,0.0
Q58492655,1.0
Q52557252,0.0
Q98704334,0.0
Q100692757,0.0
Q72662363,0.0
Q104028362,0.0
Q60236408,0.0
Q104712631,0.0
Q72662139,0.0
Q106691324,0.0
Q99397483,1.0
Q96105016,0.0
Q2172221,1.0
Q106152813,1.0
Q97385051,0.0
Q89492027,1.0
Q97382789,0.0
Q28054057,1.0
Q15087252,0.0
Q97272796,1.0
Q68012159,0.0
Q98681656,0.0
Q100692158,1.0
Q68002683,0.0
Q99730682,0.0
Q100692260,0.0
Q104164424,1.0
Q105636357,0.0
Q60041542,0.0
Q104213006,1.0
Q100691841,0.0
Q100936693,0.0
Q98269887,0.0
Q1628594,0.0
Q52913920,0.0
Q98812344,0.0
Q78136002,0.0
Q104668035,0.0
Q66018285,0.0
Q100691877,0.0
Q99727956,0.0
Q99730373,0.0
Q99727967,0.0
Q100683052,0.0
Q98205850,0.0
Q99727924,0.0
Q99730479,0.0
Q94068800,0.0
Q52556717,0.0
Q66310957,0.0
Q104728255,1.0
Q98530746,0.0
Q105971206,0.0
Q99560103,0.0
Q97285526,0.0
Q58237064,0.0
Q106615617,0.0
Q106615511,0.0
Q105747765,0.0
Q101563596,0.0
Q96971893,0.0
Q102258959,0.0
Q2244944,0.0
Q58314346,0.0
Q99727910,0.0
Q106605501,0.0
Q96384531,0.0
Q56762143,0.0
Q104670941,0.0
Q98162743,0.0
Q97588479,0.0
Q104028472,0.0
Q101103937,0.0
Q551773,1.0
Q86301709,0.0
Q58314467,0.0
Q101186849,0.0
Q67152086,0.0
Q106615561,0.0
Q72661732,0.0
Q93638629,1.0
Q57980623,0.0
Q72941934,0.0
Q100159947,0.0
Q99738670,0.0
Q101092878,0.0
Q97285526,0.0
Q100272798,0.0
Q15818433,0.0
Q65588819,0.0
Q106647623,0.0
Q52556696,0.0
Q105582136,1.0
Q55455043,0.0
Q89990931,1.0
Q105302635,0.0
Q17354242,0.0
Q64528179,0.0
Q104371383,1.0
Q83520069,0.0
Q99737359,0.0
Q35831859,0.0
Q101244384,1.0
Q98601408,0.0
Q52556759,0.0
Q66587129,0.0
Q99739087,0.0
Q68315686,0.0
Q58425602,0.0
Q99938165,0.0
Q100691861,0.0
Q99938165,0.0
Q98168258,0.0
Q101104048,0.0
Q66817229,0.0
Q78134512,0.0
Q105839348,0.0
Q99738282,0.0
Q52557102,0.0
Q96607514,0.0
Q19964322,0.0
Q99397429,0.0
Q25110973,0.0
Q98644659,0.0
Q16336001,0.0
Q17418594,1.0
Q104164949,0.0
Q97258882,0.0
Q8959958,1.0
Q98582239,1.0
Q66311204,0.0
Q1525469,0.0
Q97460178,0.0
Q101563596,0.0
Q60041525,0.0
Q98248718,0.0
Q98684490,0.0
Q100691993,1.0
Q98681831,1.0
Q99729949,1.0
Q98814135,1.0
Q106615529,0.0
Q78133250,0.0
Q98829106,0.0
Q98381580,0.0
Q81061456,1.0
Q84213650,0.0
Q98381512,1.0
Q100691937,0.0
Q63383301,0.0
Q25110973,0.0
Q100742092,0.0
Q56243331,0.0
Q104119805,0.0
Q98039384,0.0
Q104968381,0.0
Q1724188,0.0
Q1271015,0.0
Q104165126,1.0
Q89054583,0.0
Q99730379,1.0
Q97284526,0.0
Q1676670,0.0
Q63350898,0.0
Q78581962,0.0
Q105882047,0.0
Q17354242,0.0
Q99501062,0.0
Q106605115,0.0
Q105070477,0.0
Q78135663,0.0
Q98582376,0.0
Q106615549,0.0
Q66587487,0.0
Q97716523,0.0
Q96761252,0.0
Q21098794,0.0
Q100692757,0.0
Q52556699,0.0
Q1371780,0.0
Q58492655,1.0
Q100629245,1.0
Q98812672,0.0
Q103855618,0.0
Q106615561,0.0
Q95992732,1.0
Q66135003,0.0
Q55417030,1.0
Q1805268,0.0
Q59567195,0.0
Q100692077,1.0
Q98681717,0.0
Q98039384,0.0
Q2550498,0.0
Q27098529,0.0
Q98456084,0.0
Q105970816,0.0
Q17522126,0.0
Q97284526,0.0
Q97384538,0.0
Q99729949,0.0
Q98167216,0.0
Q1642059,0.0
Q65966843,0.0
Q72661946,0.0
Q24536494,0.0
Q97319701,0.0
Q1642059,0.0
Q15084739,0.0
Q67441916,1.0
Q77244916,0.0
Q65946416,0.0
Q21777273,0.0
Q98681831,0.0
Q106713029,0.0
Q1781896,0.0
Q98168258,0.0
Q56101972,0.0
Q1301634,1.0
Q72662187,0.0
Q104443876,0.0
Q105533045,0.0
Q98704334,0.0
Q104680391,0.0
Q62060145,1.0
Q104164407,1.0
Q28039145,0.0
Q106129045,0.0
Q100086523,1.0
Q99727967,1.0
Q105839348,0.0
Q96305986,1.0
Q26821569,0.0
Q99395947,0.0
Q101092603,0.0
Q98603288,0.0
Q98645239,0.0
Q56434117,0.0
Q99731522,0.0
Q104628318,0.0
Q96359306,0.0
Q104629856,0.0
Q98704356,0.0
Q86300816,0.0
Q98601617,0.0
Q14544914,0.0
Q99396946,1.0
Q99639219,0.0
Q96058417,0.0
Q57980708,0.0
Q1457748,1.0
Q98703789,0.0
Q104164117,1.0
Q66587512,0.0
Q105539213,0.0
Q95689737,0.0
Q16318684,1.0
Q80325556,0.0
Q98809817,0.0
Q365240,0.0
Q1757516,0.0
Q100692698,0.0
Q27976665,0.0
Q15848272,0.0
Q883528,0.0
Q15848272,0.0
Q65966989,0.0
Q100928805,1.0
Q99397150,0.0
Q97825677,0.0
Q97263583,0.0
Q97479220,0.0
Q1237723,0.0
Q63383290,0.0
Q75693713,0.0
Q99730682,0.0
Q99219198,0.0
Q104712633,0.0
Q56762065,0.0
Q100692199,0.0
Q98269887,0.0
Q104165025,1.0
Q84536015,1.0
Q97593188,0.0
Q57821010,0.0
Q59111057,0.0
Q101544849,0.0
Q316361,0.0
Q30481156,0.0
Q104163714,0.0
Q100682275,1.0
Q104670988,0.0
Q52556832,0.0
Q98897765,1.0
Q16742152,0.0
Q97385051,0.0
Q101104059,0.0
Q63143429,0.0
Q98812137,0.0
Q59690398,0.0
Q97624626,0.0
Q100683052,0.0
Q100773098,0.0
Q98681717,0.0
Q97314043,0.0
Q106605598,0.0
Q100349359,0.0
Q95142085,0.0
Q98366698,0.0
Q101092578,0.0
Q89914183,1.0
Q106256953,0.0
Q27098529,0.0
Q9388470,0.0
Q72662013,0.0
Q2656367,0.0
Q59185203,0.0
Q56071943,1.0
Q103854688,0.0
Q78136002,0.0
Q607048,0.0
Q98681831,0.0
Q99396030,1.0
Q23853900,0.0
Q98435237,0.0
Q65966989,0.0
Q17639897,0.0
Q23072502,0.0
Q99730931,0.0
Q78132772,0.0
Q15649831,0.0
Q66817101,0.0
Q98382130,0.0
Q98531348,1.0
Q101103962,1.0
Q106615559,0.0
Q100350001,1.0
Q99727491,1.0
Q1457738,0.0
Q98456084,0.0
Q1509564,0.0
Q15649831,0.0
Q100691851,0.0
Q98530941,0.0
Q98040708,0.0
Q105820886,1.0
Q101103940,0.0
Q97588707,0.0
Q1642059,0.0
Q80492717,0.0
Q78135308,0.0
Q97316239,0.0
Q66212272,0.0
Q52591084,0.0
Q99395941,0.0
Q99727951,0.0
Q1897947,0.0
Q103862838,0.0
Q98558386,0.0
Q99730409,0.0
Q27463791,0.0
Q78135606,0.0
Q96607514,0.0
Q100928813,0.0
Q72662006,0.0
Q59326742,1.0
Q104417343,0.0
Q100086523,0.0
Q99396818,0.0
Q100692556,0.0
Q93715494,0.0
Q97466281,0.0
Q97624626,0.0
Q99639187,1.0
Q66214525,0.0
Q1642059,0.0
Q67152086,0.0
Q98582376,0.0
Q106615171,0.0
Q67252912,0.0
Q97284970,0.0
Q17354242,0.0
Q90710459,0.0
Q95381484,0.0
Q98645642,0.0
Q99738263,0.0
Q96239947,0.0
Q15649764,0.0
Q52557246,0.0
Q98812029,0.0
Q66619403,0.0
Q56198098,0.0
Q97823282,1.0
Q52556867,0.0
Q100691999,1.0
Q98703806,0.0
Q103897205,0.0
Q67207902,0.0
Q72662514,0.0
Q91721980,1.0
Q60041490,0.0
Q218055,0.0
Q100692247,0.0
Q100923576,0.0
Q98683598,0.0
Q97285526,0.0
Q15725665,0.0
Q100998607,1.0
Q101563596,0.0
Q63870924,0.0
Q100349315,1.0
Q104535402,0.0
Q99737058,0.0
Q105971170,0.0
Q97391654,0.0
Q98809817,0.0
Q100692208,0.0
Q100350597,0.0
Q1307282,0.0
Q20530658,0.0
Q78132097,1.0
Q101097685,0.0
Q72662068,0.0
Q97823282,0.0
Q100692063,1.0
Q100742092,0.0
Q89601769,0.0
Q1957919,0.0
Q98456084,0.0
Q99396201,0.0
Q97485769,0.0
Q56106612,0.0
Q99396358,0.0
Q29417411,0.0
Q93942430,0.0
Q100292976,0.0
Q72662062,0.0
Q98704334,0.0
Q69889802,0.0
Q84013808,0.0
Q99727176,1.0
Q99727495,1.0
Q52557227,1.0
Q98703806,0.0
Q99727266,0.0
Q23848726,0.0
Q63456858,1.0
Q72931112,0.0
Q98683497,0.0
Q100349486,0.0
Q98810817,0.0
Q100682260,0.0
Q95142085,0.0
Q100691989,0.0
Q28920141,0.0
Q80325556,0.0
Q96607514,0.0
Q97841102,0.0
Q99727978,0.0
Q100482900,1.0
Q98681717,0.0
Q105747765,0.0
Q68593739,1.0
Q72662006,0.0
Q23835360,0.0
Q98951675,0.0
Q72662408,0.0
Q98704300,0.0
Q66217115,0.0
Q58218126,0.0
Q60041526,0.0
Q72662194,0.0
Q100692086,0.0
Q72661922,0.0
Q88884956,0.0
Q98382130,0.0
Q67715009,0.0
Q105037355,0.0
Q87193807,0.0
Q94789175,1.0
Q100936591,0.0
Q106605313,0.0
Q98544659,1.0
Q65769900,1.0
Q72660972,1.0
Q101437806,0.0
Q317582,0.0
Q106604880,0.0
Q65769247,0.0
Q106321279,0.0
Q19278978,0.0
Q101450979,0.0
Q65063162,1.0
Q100692641,0.0
Q98152790,0.0
Q90903514,0.0
Q99745313,1.0
Q98382123,0.0
Q100235099,0.0
Q65550766,0.0
Q101438134,0.0
Q104787503,0.0
Q56065780,0.0
Q97825677,0.0
Q61666645,1.0
Q105820889,0.0
Q104164136,1.0
Q99397164,0.0
Q97821352,1.0
Q97709114,0.0
Q106615660,0.0
Q66135003,0.0
Q592079,0.0
Q65239379,0.0
Q100692275,0.0
Q56199700,0.0
Q100692301,0.0
Q61001497,1.0
Q59567195,0.0
Q81051103,1.0
Q97440865,0.0
Q1534237,1.0
Q106615649,0.0
Q100691886,1.0
Q640045,0.0
Q99730111,1.0
Q104668035,0.0
Q56199735,1.0
Q98208105,0.0
Q73371800,0.0
Q52592248,1.0
Q98582384,0.0
Q52557172,0.0
Q98530633,0.0
Q17379708,0.0
Q98681619,0.0
Q58454806,0.0
Q98038629,0.0
Q1525469,0.0
Q99740078,1.0
Q66311018,0.0
Q101415678,0.0
Q104164692,0.0
Q105533045,0.0
Q98683411,0.0
Q98966087,0.0
Q106202240,1.0
Q2639500,0.0
Q98793052,0.0
Q89584546,0.0
Q63870964,1.0
Q66212272,1.0
Q99739798,0.0
Q93204942,1.0
Q96745796,0.0
Q67311521,0.0
Q105970817,0.0
Q97529904,0.0
Q90473617,0.0
Q97441220,0.0
Q66490724,0.0
Q79846062,0.0
Q100883424,0.0
Q72662187,0.0
Q99730631,1.0
Q98381580,0.0
Q56487904,0.0
Q1316692,0.0
Q100348309,0.0
Q820025,0.0
Q104417343,0.0
Q52557100,0.0
Q97967203,1.0
Q100064775,0.0
Q100692480,0.0
Q66311018,0.0
Q78132336,1.0
Q98381784,0.0
Q106451488,0.0
Q95173770,0.0
Q98813830,0.0
Q98702608,0.0
Q56064803,0.0
Q95381484,0.0
Q104680391,0.0
Q98171249,1.0
Q67429600,0.0
Q19278978,0.0
Q98681675,0.0
Q20979465,0.0
Q98435173,0.0
Q98268549,0.0
Q75995415,0.0
Q99727273,1.0
Q218055,0.0
Q97258882,0.0
Q75693713,0.0
Q100086523,0.0
Q98538621,0.0
Q72662368,1.0
Q99073360,0.0
Q97285526,1.0
Q321244,0.0
Q100692199,0.0
Q67857133,1.0
Q105045772,0.0
Q101088715,1.0
Q84146667,0.0
Q97314414,0.0
Q98603622,0.0
Q100404729,0.0
Q101569017,0.0
Q99396196,0.0
Q67364097,0.0
Q98544646,0.0
Q84536015,1.0
Q100692287,0.0
Q769972,0.0
Q17354242,0.0
Q88656223,0.0
Q97392822,0.0
Q88962318,0.0
Q99740069,1.0
Q98683465,0.0
Q100292976,0.0
Q98681726,0.0
Q100349359,0.0
Q96971893,0.0
Q95104605,0.0
Q104680629,0.0
Q101092603,0.0
Q56762150,0.0
Q98039076,0.0
Q79422835,1.0
Q2559219,1.0
Q21640196,0.0
Q98809817,0.0
Q100692057,0.0
Q56243176,0.0
Q15649831,0.0
Q87742663,0.0
Q1550809,0.0
Q52277067,0.0
Q97965596,1.0
Q67262926,0.0
Q1525469,0.0
Q101415678,0.0
Q21777245,0.0
Q99727978,0.0
Q99397308,1.0
Q95390093,1.0
Q103897205,0.0
Q98632675,0.0
Q21155348,0.0
